date,week_start,day_of_week,hour,platform,theme,query_count
2021-09-11,2021-09-06,Saturday,22,touch,Карты и навигация,17
2021-09-11,2021-09-06,Saturday,22,desktop,"Медиа, фото и развлечения",48
2021-09-11,2021-09-06,Saturday,22,touch,"Медиа, фото и развлечения",88
2021-09-11,2021-09-06,Saturday,22,desktop,Новости,2
2021-09-11,2021-09-06,Saturday,22,touch,Новости,5
2021-09-11,2021-09-06,Saturday,22,desktop,Поздравления и праздники,4
2021-09-11,2021-09-06,Saturday,22,touch,Поздравления и праздники,46
2021-09-11,2021-09-06,Saturday,22,desktop,"Покупки, стиль и бренды",4
2021-09-11,2021-09-06,Saturday,22,touch,"Покупки, стиль и бренды",30
2021-09-11,2021-09-06,Saturday,22,desktop,Сервисы,8
2021-09-11,2021-09-06,Saturday,22,touch,Сервисы,10
2021-09-11,2021-09-06,Saturday,22,desktop,Справка и Образование,36
2021-09-11,2021-09-06,Saturday,22,touch,Справка и Образование,78
2021-09-11,2021-09-06,Saturday,22,desktop,Чувствительные запросы,2
2021-09-11,2021-09-06,Saturday,22,touch,Чувствительные запросы,11
2021-09-11,2021-09-06,Saturday,23,desktop,"Здоровье, питание и рецепты",3
2021-09-11,2021-09-06,Saturday,23,touch,"Здоровье, питание и рецепты",15
2021-09-11,2021-09-06,Saturday,23,desktop,Карты и навигация,5
2021-09-11,2021-09-06,Saturday,23,touch,Карты и навигация,16
2021-09-11,2021-09-06,Saturday,23,desktop,"Медиа, фото и развлечения",33
2021-09-11,2021-09-06,Saturday,23,touch,"Медиа, фото и развлечения",74
2021-09-11,2021-09-06,Saturday,23,touch,Новости,3
2021-09-11,2021-09-06,Saturday,23,desktop,Поздравления и праздники,5
2021-09-11,2021-09-06,Saturday,23,touch,Поздравления и праздники,22
2021-09-11,2021-09-06,Saturday,23,desktop,"Покупки, стиль и бренды",2
2021-09-11,2021-09-06,Saturday,23,touch,"Покупки, стиль и бренды",24
2021-09-11,2021-09-06,Saturday,23,desktop,Сервисы,9
2021-09-11,2021-09-06,Saturday,23,touch,Сервисы,12
2021-09-11,2021-09-06,Saturday,23,desktop,Справка и Образование,21
2021-09-11,2021-09-06,Saturday,23,touch,Справка и Образование,54
2021-09-11,2021-09-06,Saturday,23,touch,Чувствительные запросы,12
2021-09-12,2021-09-06,Sunday,0,desktop,"Здоровье, питание и рецепты",2
2021-09-12,2021-09-06,Sunday,0,touch,"Здоровье, питание и рецепты",9
2021-09-12,2021-09-06,Sunday,0,desktop,Карты и навигация,1
2021-09-12,2021-09-06,Sunday,0,touch,Карты и навигация,9
2021-09-12,2021-09-06,Sunday,0,desktop,"Медиа, фото и развлечения",14
2021-09-12,2021-09-06,Sunday,0,touch,"Медиа, фото и развлечения",51
2021-09-12,2021-09-06,Sunday,0,touch,Новости,5
2021-09-12,2021-09-06,Sunday,0,desktop,Поздравления и праздники,4
2021-09-12,2021-09-06,Sunday,0,touch,Поздравления и праздники,16
2021-09-12,2021-09-06,Sunday,0,desktop,"Покупки, стиль и бренды",5
2021-09-12,2021-09-06,Sunday,0,touch,"Покупки, стиль и бренды",10
2021-09-12,2021-09-06,Sunday,0,desktop,Сервисы,3
2021-09-12,2021-09-06,Sunday,0,touch,Сервисы,3
2021-09-12,2021-09-06,Sunday,0,desktop,Справка и Образование,19
2021-09-12,2021-09-06,Sunday,0,touch,Справка и Образование,30
2021-09-12,2021-09-06,Sunday,0,touch,Чувствительные запросы,7
2021-09-12,2021-09-06,Sunday,1,desktop,"Здоровье, питание и рецепты",3
2021-09-12,2021-09-06,Sunday,1,touch,"Здоровье, питание и рецепты",6
2021-09-12,2021-09-06,Sunday,1,desktop,Карты и навигация,1
2021-09-12,2021-09-06,Sunday,1,touch,Карты и навигация,4
2021-09-12,2021-09-06,Sunday,1,desktop,"Медиа, фото и развлечения",20
2021-09-12,2021-09-06,Sunday,1,touch,"Медиа, фото и развлечения",35
2021-09-12,2021-09-06,Sunday,1,touch,Новости,1
2021-09-12,2021-09-06,Sunday,1,desktop,Поздравления и праздники,1
2021-09-12,2021-09-06,Sunday,1,touch,Поздравления и праздники,21
2021-09-12,2021-09-06,Sunday,1,desktop,"Покупки, стиль и бренды",1
2021-09-12,2021-09-06,Sunday,1,touch,"Покупки, стиль и бренды",9
2021-09-12,2021-09-06,Sunday,1,desktop,Сервисы,4
2021-09-12,2021-09-06,Sunday,1,touch,Сервисы,8
2021-09-12,2021-09-06,Sunday,1,desktop,Справка и Образование,6
2021-09-12,2021-09-06,Sunday,1,touch,Справка и Образование,27
2021-09-12,2021-09-06,Sunday,1,desktop,Чувствительные запросы,1
2021-09-12,2021-09-06,Sunday,1,touch,Чувствительные запросы,4
2021-09-12,2021-09-06,Sunday,2,desktop,"Здоровье, питание и рецепты",1
2021-09-12,2021-09-06,Sunday,2,touch,"Здоровье, питание и рецепты",1
2021-09-12,2021-09-06,Sunday,2,desktop,Карты и навигация,1
2021-09-12,2021-09-06,Sunday,2,touch,Карты и навигация,1
2021-09-12,2021-09-06,Sunday,2,desktop,"Медиа, фото и развлечения",7
2021-09-12,2021-09-06,Sunday,2,touch,"Медиа, фото и развлечения",20
2021-09-12,2021-09-06,Sunday,2,desktop,Новости,1
2021-09-12,2021-09-06,Sunday,2,touch,Новости,1
2021-09-12,2021-09-06,Sunday,2,touch,Поздравления и праздники,16
2021-09-12,2021-09-06,Sunday,2,desktop,"Покупки, стиль и бренды",1
2021-09-12,2021-09-06,Sunday,2,touch,"Покупки, стиль и бренды",11
2021-09-12,2021-09-06,Sunday,2,desktop,Сервисы,1
2021-09-12,2021-09-06,Sunday,2,touch,Сервисы,7
2021-09-12,2021-09-06,Sunday,2,desktop,Справка и Образование,6
2021-09-12,2021-09-06,Sunday,2,touch,Справка и Образование,13
2021-09-12,2021-09-06,Sunday,2,touch,Чувствительные запросы,2
2021-09-12,2021-09-06,Sunday,3,desktop,"Здоровье, питание и рецепты",1
2021-09-12,2021-09-06,Sunday,3,touch,"Здоровье, питание и рецепты",2
2021-09-12,2021-09-06,Sunday,3,touch,Карты и навигация,1
2021-09-12,2021-09-06,Sunday,3,desktop,"Медиа, фото и развлечения",12
2021-09-12,2021-09-06,Sunday,3,touch,"Медиа, фото и развлечения",16
2021-09-12,2021-09-06,Sunday,3,touch,Новости,5
2021-09-12,2021-09-06,Sunday,3,touch,Поздравления и праздники,22
2021-09-12,2021-09-06,Sunday,3,desktop,"Покупки, стиль и бренды",1
2021-09-12,2021-09-06,Sunday,3,touch,"Покупки, стиль и бренды",5
2021-09-12,2021-09-06,Sunday,3,touch,Сервисы,1
2021-09-12,2021-09-06,Sunday,3,desktop,Справка и Образование,4
2021-09-12,2021-09-06,Sunday,3,touch,Справка и Образование,16
2021-09-12,2021-09-06,Sunday,3,desktop,Чувствительные запросы,1
2021-09-12,2021-09-06,Sunday,3,touch,Чувствительные запросы,4
2021-09-12,2021-09-06,Sunday,4,desktop,"Здоровье, питание и рецепты",1
2021-09-12,2021-09-06,Sunday,4,touch,"Здоровье, питание и рецепты",8
2021-09-12,2021-09-06,Sunday,4,desktop,"Медиа, фото и развлечения",8
2021-09-12,2021-09-06,Sunday,4,touch,"Медиа, фото и развлечения",17
2021-09-12,2021-09-06,Sunday,4,touch,Новости,5
2021-09-12,2021-09-06,Sunday,4,desktop,Поздравления и праздники,3
2021-09-12,2021-09-06,Sunday,4,touch,Поздравления и праздники,30
2021-09-12,2021-09-06,Sunday,4,desktop,"Покупки, стиль и бренды",1
2021-09-12,2021-09-06,Sunday,4,touch,"Покупки, стиль и бренды",9
2021-09-12,2021-09-06,Sunday,4,desktop,Сервисы,2
2021-09-12,2021-09-06,Sunday,4,desktop,Справка и Образование,5
2021-09-12,2021-09-06,Sunday,4,touch,Справка и Образование,22
2021-09-12,2021-09-06,Sunday,4,touch,Чувствительные запросы,6
2021-09-12,2021-09-06,Sunday,5,desktop,"Здоровье, питание и рецепты",1
2021-09-12,2021-09-06,Sunday,5,touch,"Здоровье, питание и рецепты",8
2021-09-12,2021-09-06,Sunday,5,desktop,Карты и навигация,1
2021-09-12,2021-09-06,Sunday,5,touch,Карты и навигация,8
2021-09-12,2021-09-06,Sunday,5,desktop,"Медиа, фото и развлечения",13
2021-09-12,2021-09-06,Sunday,5,touch,"Медиа, фото и развлечения",38
2021-09-12,2021-09-06,Sunday,5,touch,Новости,3
2021-09-12,2021-09-06,Sunday,5,desktop,Поздравления и праздники,4
2021-09-12,2021-09-06,Sunday,5,touch,Поздравления и праздники,56
2021-09-12,2021-09-06,Sunday,5,desktop,"Покупки, стиль и бренды",4
2021-09-12,2021-09-06,Sunday,5,touch,"Покупки, стиль и бренды",6
2021-09-12,2021-09-06,Sunday,5,desktop,Сервисы,3
2021-09-12,2021-09-06,Sunday,5,touch,Сервисы,1
2021-09-12,2021-09-06,Sunday,5,desktop,Справка и Образование,4
2021-09-12,2021-09-06,Sunday,5,touch,Справка и Образование,23
2021-09-12,2021-09-06,Sunday,5,touch,Чувствительные запросы,3
2021-09-12,2021-09-06,Sunday,6,desktop,"Здоровье, питание и рецепты",1
2021-09-12,2021-09-06,Sunday,6,touch,"Здоровье, питание и рецепты",6
2021-09-12,2021-09-06,Sunday,6,desktop,Карты и навигация,2
2021-09-12,2021-09-06,Sunday,6,touch,Карты и навигация,7
2021-09-12,2021-09-06,Sunday,6,desktop,"Медиа, фото и развлечения",15
2021-09-12,2021-09-06,Sunday,6,touch,"Медиа, фото и развлечения",32
2021-09-12,2021-09-06,Sunday,6,touch,Новости,5
2021-09-12,2021-09-06,Sunday,6,desktop,Поздравления и праздники,5
2021-09-12,2021-09-06,Sunday,6,touch,Поздравления и праздники,81
2021-09-12,2021-09-06,Sunday,6,desktop,"Покупки, стиль и бренды",2
2021-09-12,2021-09-06,Sunday,6,touch,"Покупки, стиль и бренды",10
2021-09-12,2021-09-06,Sunday,6,desktop,Сервисы,4
2021-09-12,2021-09-06,Sunday,6,touch,Сервисы,4
2021-09-12,2021-09-06,Sunday,6,desktop,Справка и Образование,12
2021-09-12,2021-09-06,Sunday,6,touch,Справка и Образование,30
2021-09-12,2021-09-06,Sunday,6,touch,Чувствительные запросы,6
2021-09-12,2021-09-06,Sunday,7,desktop,"Здоровье, питание и рецепты",2
2021-09-12,2021-09-06,Sunday,7,touch,"Здоровье, питание и рецепты",10
2021-09-12,2021-09-06,Sunday,7,desktop,Карты и навигация,1
2021-09-12,2021-09-06,Sunday,7,touch,Карты и навигация,10
2021-09-12,2021-09-06,Sunday,7,desktop,"Медиа, фото и развлечения",24
2021-09-12,2021-09-06,Sunday,7,touch,"Медиа, фото и развлечения",49
2021-09-12,2021-09-06,Sunday,7,desktop,Новости,1
2021-09-12,2021-09-06,Sunday,7,touch,Новости,3
2021-09-12,2021-09-06,Sunday,7,desktop,Поздравления и праздники,5
2021-09-12,2021-09-06,Sunday,7,touch,Поздравления и праздники,144
2021-09-12,2021-09-06,Sunday,7,touch,"Покупки, стиль и бренды",21
2021-09-12,2021-09-06,Sunday,7,desktop,Сервисы,3
2021-09-12,2021-09-06,Sunday,7,desktop,Справка и Образование,19
2021-09-12,2021-09-06,Sunday,7,touch,Справка и Образование,53
2021-09-12,2021-09-06,Sunday,7,touch,Чувствительные запросы,6
2021-09-12,2021-09-06,Sunday,8,desktop,"Здоровье, питание и рецепты",2
2021-09-12,2021-09-06,Sunday,8,touch,"Здоровье, питание и рецепты",14
2021-09-12,2021-09-06,Sunday,8,desktop,Карты и навигация,4
2021-09-12,2021-09-06,Sunday,8,touch,Карты и навигация,26
2021-09-12,2021-09-06,Sunday,8,desktop,"Медиа, фото и развлечения",40
2021-09-12,2021-09-06,Sunday,8,touch,"Медиа, фото и развлечения",78
2021-09-12,2021-09-06,Sunday,8,desktop,Новости,1
2021-09-12,2021-09-06,Sunday,8,touch,Новости,5
2021-09-12,2021-09-06,Sunday,8,desktop,Поздравления и праздники,12
2021-09-12,2021-09-06,Sunday,8,touch,Поздравления и праздники,220
2021-09-12,2021-09-06,Sunday,8,desktop,"Покупки, стиль и бренды",1
2021-09-12,2021-09-06,Sunday,8,touch,"Покупки, стиль и бренды",21
2021-09-12,2021-09-06,Sunday,8,desktop,Сервисы,4
2021-09-12,2021-09-06,Sunday,8,touch,Сервисы,8
2021-09-12,2021-09-06,Sunday,8,desktop,Справка и Образование,27
2021-09-12,2021-09-06,Sunday,8,touch,Справка и Образование,67
2021-09-12,2021-09-06,Sunday,8,touch,Чувствительные запросы,11
2021-09-12,2021-09-06,Sunday,9,touch,"Здоровье, питание и рецепты",12
2021-09-12,2021-09-06,Sunday,9,desktop,Карты и навигация,4
2021-09-12,2021-09-06,Sunday,9,touch,Карты и навигация,32
2021-09-12,2021-09-06,Sunday,9,desktop,"Медиа, фото и развлечения",52
2021-09-12,2021-09-06,Sunday,9,touch,"Медиа, фото и развлечения",90
2021-09-12,2021-09-06,Sunday,9,touch,Новости,4
2021-09-12,2021-09-06,Sunday,9,desktop,Поздравления и праздники,9
2021-09-12,2021-09-06,Sunday,9,touch,Поздравления и праздники,250
2021-09-12,2021-09-06,Sunday,9,desktop,"Покупки, стиль и бренды",3
2021-09-12,2021-09-06,Sunday,9,touch,"Покупки, стиль и бренды",34
2021-09-12,2021-09-06,Sunday,9,desktop,Сервисы,4
2021-09-12,2021-09-06,Sunday,9,touch,Сервисы,8
2021-09-12,2021-09-06,Sunday,9,desktop,Справка и Образование,37
2021-09-12,2021-09-06,Sunday,9,touch,Справка и Образование,85
2021-09-12,2021-09-06,Sunday,9,desktop,Чувствительные запросы,1
2021-09-12,2021-09-06,Sunday,9,touch,Чувствительные запросы,12
2021-09-12,2021-09-06,Sunday,10,desktop,"Здоровье, питание и рецепты",3
2021-09-12,2021-09-06,Sunday,10,touch,"Здоровье, питание и рецепты",15
2021-09-12,2021-09-06,Sunday,10,desktop,Карты и навигация,5
2021-09-12,2021-09-06,Sunday,10,touch,Карты и навигация,24
2021-09-12,2021-09-06,Sunday,10,desktop,"Медиа, фото и развлечения",64
2021-09-12,2021-09-06,Sunday,10,touch,"Медиа, фото и развлечения",98
2021-09-12,2021-09-06,Sunday,10,desktop,Новости,1
2021-09-12,2021-09-06,Sunday,10,touch,Новости,6
2021-09-12,2021-09-06,Sunday,10,desktop,Поздравления и праздники,17
2021-09-12,2021-09-06,Sunday,10,touch,Поздравления и праздники,236
2021-09-12,2021-09-06,Sunday,10,desktop,"Покупки, стиль и бренды",12
2021-09-12,2021-09-06,Sunday,10,touch,"Покупки, стиль и бренды",33
2021-09-12,2021-09-06,Sunday,10,desktop,Сервисы,12
2021-09-12,2021-09-06,Sunday,10,touch,Сервисы,10
2021-09-12,2021-09-06,Sunday,10,desktop,Справка и Образование,72
2021-09-12,2021-09-06,Sunday,10,touch,Справка и Образование,100
2021-09-12,2021-09-06,Sunday,10,desktop,Чувствительные запросы,1
2021-09-12,2021-09-06,Sunday,10,touch,Чувствительные запросы,16
2021-09-12,2021-09-06,Sunday,11,desktop,"Здоровье, питание и рецепты",4
2021-09-12,2021-09-06,Sunday,11,touch,"Здоровье, питание и рецепты",25
2021-09-12,2021-09-06,Sunday,11,desktop,Карты и навигация,11
2021-09-12,2021-09-06,Sunday,11,touch,Карты и навигация,24
2021-09-12,2021-09-06,Sunday,11,desktop,"Медиа, фото и развлечения",61
2021-09-12,2021-09-06,Sunday,11,touch,"Медиа, фото и развлечения",89
2021-09-12,2021-09-06,Sunday,11,desktop,Новости,1
2021-09-12,2021-09-06,Sunday,11,touch,Новости,8
2021-09-12,2021-09-06,Sunday,11,desktop,Поздравления и праздники,10
2021-09-12,2021-09-06,Sunday,11,touch,Поздравления и праздники,112
2021-09-12,2021-09-06,Sunday,11,desktop,"Покупки, стиль и бренды",4
2021-09-12,2021-09-06,Sunday,11,touch,"Покупки, стиль и бренды",43
2021-09-12,2021-09-06,Sunday,11,desktop,Сервисы,6
2021-09-12,2021-09-06,Sunday,11,touch,Сервисы,11
2021-09-12,2021-09-06,Sunday,11,desktop,Справка и Образование,76
2021-09-12,2021-09-06,Sunday,11,touch,Справка и Образование,99
2021-09-12,2021-09-06,Sunday,11,desktop,Чувствительные запросы,3
2021-09-12,2021-09-06,Sunday,11,touch,Чувствительные запросы,8
2021-09-12,2021-09-06,Sunday,12,desktop,"Здоровье, питание и рецепты",7
2021-09-12,2021-09-06,Sunday,12,touch,"Здоровье, питание и рецепты",11
2021-09-12,2021-09-06,Sunday,12,desktop,Карты и навигация,11
2021-09-12,2021-09-06,Sunday,12,touch,Карты и навигация,31
2021-09-12,2021-09-06,Sunday,12,desktop,"Медиа, фото и развлечения",61
2021-09-12,2021-09-06,Sunday,12,touch,"Медиа, фото и развлечения",104
2021-09-12,2021-09-06,Sunday,12,desktop,Новости,1
2021-09-12,2021-09-06,Sunday,12,touch,Новости,8
2021-09-12,2021-09-06,Sunday,12,desktop,Поздравления и праздники,6
2021-09-12,2021-09-06,Sunday,12,touch,Поздравления и праздники,113
2021-09-12,2021-09-06,Sunday,12,desktop,"Покупки, стиль и бренды",7
2021-09-12,2021-09-06,Sunday,12,touch,"Покупки, стиль и бренды",30
2021-09-12,2021-09-06,Sunday,12,desktop,Сервисы,9
2021-09-12,2021-09-06,Sunday,12,touch,Сервисы,6
2021-09-12,2021-09-06,Sunday,12,desktop,Справка и Образование,90
2021-09-12,2021-09-06,Sunday,12,touch,Справка и Образование,115
2021-09-12,2021-09-06,Sunday,12,desktop,Чувствительные запросы,2
2021-09-12,2021-09-06,Sunday,12,touch,Чувствительные запросы,11
2021-09-12,2021-09-06,Sunday,13,desktop,"Здоровье, питание и рецепты",4
2021-09-12,2021-09-06,Sunday,13,touch,"Здоровье, питание и рецепты",19
2021-09-12,2021-09-06,Sunday,13,desktop,Карты и навигация,7
2021-09-12,2021-09-06,Sunday,13,touch,Карты и навигация,37
2021-09-12,2021-09-06,Sunday,13,desktop,"Медиа, фото и развлечения",68
2021-09-12,2021-09-06,Sunday,13,touch,"Медиа, фото и развлечения",98
2021-09-12,2021-09-06,Sunday,13,desktop,Новости,2
2021-09-12,2021-09-06,Sunday,13,touch,Новости,4
2021-09-12,2021-09-06,Sunday,13,desktop,Поздравления и праздники,10
2021-09-12,2021-09-06,Sunday,13,touch,Поздравления и праздники,79
2021-09-12,2021-09-06,Sunday,13,desktop,"Покупки, стиль и бренды",5
2021-09-12,2021-09-06,Sunday,13,touch,"Покупки, стиль и бренды",28
2021-09-12,2021-09-06,Sunday,13,desktop,Сервисы,12
2021-09-12,2021-09-06,Sunday,13,touch,Сервисы,5
2021-09-12,2021-09-06,Sunday,13,desktop,Справка и Образование,77
2021-09-12,2021-09-06,Sunday,13,touch,Справка и Образование,113
2021-09-12,2021-09-06,Sunday,13,desktop,Чувствительные запросы,1
2021-09-12,2021-09-06,Sunday,13,touch,Чувствительные запросы,11
2021-09-12,2021-09-06,Sunday,14,desktop,"Здоровье, питание и рецепты",3
2021-09-12,2021-09-06,Sunday,14,touch,"Здоровье, питание и рецепты",13
2021-09-12,2021-09-06,Sunday,14,desktop,Карты и навигация,12
2021-09-12,2021-09-06,Sunday,14,touch,Карты и навигация,35
2021-09-12,2021-09-06,Sunday,14,desktop,"Медиа, фото и развлечения",73
2021-09-12,2021-09-06,Sunday,14,touch,"Медиа, фото и развлечения",111
2021-09-12,2021-09-06,Sunday,14,desktop,Новости,2
2021-09-12,2021-09-06,Sunday,14,touch,Новости,4
2021-09-12,2021-09-06,Sunday,14,desktop,Поздравления и праздники,8
2021-09-12,2021-09-06,Sunday,14,touch,Поздравления и праздники,68
2021-09-12,2021-09-06,Sunday,14,desktop,"Покупки, стиль и бренды",13
2021-09-12,2021-09-06,Sunday,14,touch,"Покупки, стиль и бренды",30
2021-09-12,2021-09-06,Sunday,14,desktop,Сервисы,8
2021-09-12,2021-09-06,Sunday,14,touch,Сервисы,12
2021-09-12,2021-09-06,Sunday,14,desktop,Справка и Образование,85
2021-09-12,2021-09-06,Sunday,14,touch,Справка и Образование,123
2021-09-12,2021-09-06,Sunday,14,touch,Чувствительные запросы,10
2021-09-12,2021-09-06,Sunday,15,desktop,"Здоровье, питание и рецепты",4
2021-09-12,2021-09-06,Sunday,15,touch,"Здоровье, питание и рецепты",16
2021-09-12,2021-09-06,Sunday,15,desktop,Карты и навигация,6
2021-09-12,2021-09-06,Sunday,15,touch,Карты и навигация,37
2021-09-12,2021-09-06,Sunday,15,desktop,"Медиа, фото и развлечения",60
2021-09-12,2021-09-06,Sunday,15,touch,"Медиа, фото и развлечения",83
2021-09-12,2021-09-06,Sunday,15,desktop,Новости,1
2021-09-12,2021-09-06,Sunday,15,touch,Новости,7
2021-09-12,2021-09-06,Sunday,15,desktop,Поздравления и праздники,9
2021-09-12,2021-09-06,Sunday,15,touch,Поздравления и праздники,58
2021-09-12,2021-09-06,Sunday,15,desktop,"Покупки, стиль и бренды",4
2021-09-12,2021-09-06,Sunday,15,touch,"Покупки, стиль и бренды",34
2021-09-12,2021-09-06,Sunday,15,desktop,Сервисы,10
2021-09-12,2021-09-06,Sunday,15,touch,Сервисы,11
2021-09-12,2021-09-06,Sunday,15,desktop,Справка и Образование,85
2021-09-12,2021-09-06,Sunday,15,touch,Справка и Образование,99
2021-09-12,2021-09-06,Sunday,15,desktop,Чувствительные запросы,1
2021-09-12,2021-09-06,Sunday,15,touch,Чувствительные запросы,11
2021-09-12,2021-09-06,Sunday,16,desktop,"Здоровье, питание и рецепты",4
2021-09-12,2021-09-06,Sunday,16,touch,"Здоровье, питание и рецепты",14
2021-09-12,2021-09-06,Sunday,16,desktop,Карты и навигация,10
2021-09-12,2021-09-06,Sunday,16,touch,Карты и навигация,21
2021-09-12,2021-09-06,Sunday,16,desktop,"Медиа, фото и развлечения",68
2021-09-12,2021-09-06,Sunday,16,touch,"Медиа, фото и развлечения",101
2021-09-12,2021-09-06,Sunday,16,desktop,Новости,1
2021-09-12,2021-09-06,Sunday,16,touch,Новости,4
2021-09-12,2021-09-06,Sunday,16,desktop,Поздравления и праздники,10
2021-09-12,2021-09-06,Sunday,16,touch,Поздравления и праздники,61
2021-09-12,2021-09-06,Sunday,16,desktop,"Покупки, стиль и бренды",7
2021-09-12,2021-09-06,Sunday,16,touch,"Покупки, стиль и бренды",37
2021-09-12,2021-09-06,Sunday,16,desktop,Сервисы,12
2021-09-12,2021-09-06,Sunday,16,touch,Сервисы,12
2021-09-12,2021-09-06,Sunday,16,desktop,Справка и Образование,74
2021-09-12,2021-09-06,Sunday,16,touch,Справка и Образование,107
2021-09-12,2021-09-06,Sunday,16,desktop,Чувствительные запросы,2
2021-09-12,2021-09-06,Sunday,16,touch,Чувствительные запросы,15
2021-09-12,2021-09-06,Sunday,17,desktop,"Здоровье, питание и рецепты",3
2021-09-12,2021-09-06,Sunday,17,touch,"Здоровье, питание и рецепты",7
2021-09-12,2021-09-06,Sunday,17,desktop,Карты и навигация,6
2021-09-12,2021-09-06,Sunday,17,touch,Карты и навигация,38
2021-09-12,2021-09-06,Sunday,17,desktop,"Медиа, фото и развлечения",67
2021-09-12,2021-09-06,Sunday,17,touch,"Медиа, фото и развлечения",97
2021-09-12,2021-09-06,Sunday,17,desktop,Новости,2
2021-09-12,2021-09-06,Sunday,17,touch,Новости,10
2021-09-12,2021-09-06,Sunday,17,desktop,Поздравления и праздники,5
2021-09-12,2021-09-06,Sunday,17,touch,Поздравления и праздники,68
2021-09-12,2021-09-06,Sunday,17,desktop,"Покупки, стиль и бренды",7
2021-09-12,2021-09-06,Sunday,17,touch,"Покупки, стиль и бренды",39
2021-09-12,2021-09-06,Sunday,17,desktop,Сервисы,6
2021-09-12,2021-09-06,Sunday,17,touch,Сервисы,11
2021-09-12,2021-09-06,Sunday,17,desktop,Справка и Образование,96
2021-09-12,2021-09-06,Sunday,17,touch,Справка и Образование,104
2021-09-12,2021-09-06,Sunday,17,desktop,Чувствительные запросы,1
2021-09-12,2021-09-06,Sunday,17,touch,Чувствительные запросы,14
2021-09-12,2021-09-06,Sunday,18,desktop,"Здоровье, питание и рецепты",7
2021-09-12,2021-09-06,Sunday,18,touch,"Здоровье, питание и рецепты",22
2021-09-12,2021-09-06,Sunday,18,desktop,Карты и навигация,10
2021-09-12,2021-09-06,Sunday,18,touch,Карты и навигация,23
2021-09-12,2021-09-06,Sunday,18,desktop,"Медиа, фото и развлечения",63
2021-09-12,2021-09-06,Sunday,18,touch,"Медиа, фото и развлечения",115
2021-09-12,2021-09-06,Sunday,18,desktop,Новости,2
2021-09-12,2021-09-06,Sunday,18,touch,Новости,8
2021-09-12,2021-09-06,Sunday,18,desktop,Поздравления и праздники,11
2021-09-12,2021-09-06,Sunday,18,touch,Поздравления и праздники,61
2021-09-12,2021-09-06,Sunday,18,desktop,"Покупки, стиль и бренды",8
2021-09-12,2021-09-06,Sunday,18,touch,"Покупки, стиль и бренды",22
2021-09-12,2021-09-06,Sunday,18,desktop,Сервисы,7
2021-09-12,2021-09-06,Sunday,18,touch,Сервисы,13
2021-09-12,2021-09-06,Sunday,18,desktop,Справка и Образование,99
2021-09-12,2021-09-06,Sunday,18,touch,Справка и Образование,110
2021-09-12,2021-09-06,Sunday,18,desktop,Чувствительные запросы,1
2021-09-12,2021-09-06,Sunday,18,touch,Чувствительные запросы,16
2021-09-12,2021-09-06,Sunday,19,desktop,"Здоровье, питание и рецепты",5
2021-09-12,2021-09-06,Sunday,19,touch,"Здоровье, питание и рецепты",17
2021-09-12,2021-09-06,Sunday,19,desktop,Карты и навигация,17
2021-09-12,2021-09-06,Sunday,19,touch,Карты и навигация,24
2021-09-12,2021-09-06,Sunday,19,desktop,"Медиа, фото и развлечения",59
2021-09-12,2021-09-06,Sunday,19,touch,"Медиа, фото и развлечения",105
2021-09-12,2021-09-06,Sunday,19,desktop,Новости,1
2021-09-12,2021-09-06,Sunday,19,touch,Новости,9
2021-09-12,2021-09-06,Sunday,19,desktop,Поздравления и праздники,12
2021-09-12,2021-09-06,Sunday,19,touch,Поздравления и праздники,50
2021-09-12,2021-09-06,Sunday,19,desktop,"Покупки, стиль и бренды",10
2021-09-12,2021-09-06,Sunday,19,touch,"Покупки, стиль и бренды",20
2021-09-12,2021-09-06,Sunday,19,desktop,Сервисы,8
2021-09-12,2021-09-06,Sunday,19,touch,Сервисы,12
2021-09-12,2021-09-06,Sunday,19,desktop,Справка и Образование,91
2021-09-12,2021-09-06,Sunday,19,touch,Справка и Образование,153
2021-09-12,2021-09-06,Sunday,19,desktop,Чувствительные запросы,2
2021-09-12,2021-09-06,Sunday,19,touch,Чувствительные запросы,20
2021-09-12,2021-09-06,Sunday,20,desktop,"Здоровье, питание и рецепты",4
2021-09-12,2021-09-06,Sunday,20,touch,"Здоровье, питание и рецепты",19
2021-09-12,2021-09-06,Sunday,20,desktop,Карты и навигация,12
2021-09-12,2021-09-06,Sunday,20,touch,Карты и навигация,16
2021-09-12,2021-09-06,Sunday,20,desktop,"Медиа, фото и развлечения",68
2021-09-12,2021-09-06,Sunday,20,touch,"Медиа, фото и развлечения",125
2021-09-12,2021-09-06,Sunday,20,touch,Новости,7
2021-09-12,2021-09-06,Sunday,20,desktop,Поздравления и праздники,4
2021-09-12,2021-09-06,Sunday,20,touch,Поздравления и праздники,55
2021-09-12,2021-09-06,Sunday,20,desktop,"Покупки, стиль и бренды",8
2021-09-12,2021-09-06,Sunday,20,touch,"Покупки, стиль и бренды",41
2021-09-12,2021-09-06,Sunday,20,desktop,Сервисы,12
2021-09-12,2021-09-06,Sunday,20,touch,Сервисы,16
2021-09-12,2021-09-06,Sunday,20,desktop,Справка и Образование,100
2021-09-12,2021-09-06,Sunday,20,touch,Справка и Образование,132
2021-09-12,2021-09-06,Sunday,20,touch,Чувствительные запросы,10
